0.0001648414334149835,0,1.945156914926912e-05,0,3.974050216719323e-05,0,7.077347782017138e-05,0
0.0001173545043421631,6.746659782690293,4.944931529319258e-05,58.93269855036429,1.975595959672166e-05,178.3359492418427,2.263620720495624e-05,179.1181768839132
4.18172689085108e-05,18.11607365574334,6.005314528440704e-05,64.35477183257814,8.888882159945282e-06,175.8526730546462,1.71685034929056e-06,177.1374632280962
3.06916404030554e-06,155.2016127167028,3.104962752414784e-05,65.43982621466347,2.181339475886258e-06,169.7571955887556,6.063295601112167e-06,169.2283823566054
1.989672081955795e-05,43.41456425701318,1.355828979858696e-05,103.4313788044949,3.618363568151487e-06,159.0933518712395,9.512559223831078e-06,117.0413587700911
2.899068270081154e-05,27.54701329893461,3.64207479571174e-05,90.34332698752846,4.398798604498906e-06,5.679099039314406,6.372803415290368e-06,102.8296022214441
1.880864584200753e-05,8.367952398453205,3.413421898557442e-05,91.2897392376932,5.406736163025052e-06,97.63657210051642,4.220994000689808e-06,101.2608704579892
1.472345135548621e-05,88.69951524368069,1.906110902616948e-05,82.9021455488129,3.287818532583033e-06,134.2933597305406,3.98816641560734e-06,98.43869123598324
3.210721317379881e-05,67.53296365462251,1.664456856519656e-05,0.1042582677228961,1.032374325294166e-05,159.2572984568792,2.279206888759764e-06,90.51960092699942
2.60959641642604e-05,62.06012126793127,3.352357428123477e-05,157.7685116442499,5.100251352474301e-06,154.374268628647,7.227285014164254e-06,81.89513903604377
1.305962024589082e-05,21.26302414997272,2.758807964152127e-05,151.6190064284487,2.132686107312616e-06,129.0621060203326,4.702974051990479e-06,72.79448423189085
2.251969239102913e-05,172.1788591876452,6.0279737937179e-06,74.14699605489245,1.284919015933376e-06,87.14849670184836,5.410016866435268e-06,96.09101492906473
2.92069505601937e-05,176.4248203194296,1.586175848549768e-05,1.630993949779171,4.879613459567407e-06,61.79860875727049,1.608105289225058e-06,172.4124894050406
2.031177446371571e-05,179.7491582488885,9.111371300376092e-06,53.90298031976965,2.410881513665968e-06,43.88218946219088,3.96681535362912e-06,26.29136103277402
7.012975831685548e-06,171.1225679074417,1.978463658321942e-05,115.5158456004728,2.551371372585183e-06,27.74810141994329,5.53474785568742e-06,56.2517270151201
3.50012032895759e-06,66.93247539745624,1.849410738972352e-05,104.0308139643963,3.624349027755967e-06,16.76894775681646,4.616273793124634e-06,66.47035463516109
1.384036878116947e-05,82.21291390478885,1.593874793759763e-05,59.16115015787773,4.095936581319733e-06,12.84542722433602,3.356015258128323e-06,93.55860983558881
1.528018882528323e-05,77.66383394424393,1.359542273034667e-05,39.34011735366656,2.513162168749729e-06,17.00708900344734,5.520961871518137e-06,138.811470343703
3.921697100132355e-06,33.91476679590632,6.210739891355277e-06,159.3274755135869,2.313788390319819e-06,52.38979124916885,6.484964220573988e-06,170.2455596715033
1.090394756667979e-05,83.81062314500619,1.893802979471365e-05,84.12536230088466,3.206542443206634e-06,86.65618827044027,4.992384011725823e-06,13.83803459939993
1.117419272889595e-05,61.52900867454873,3.37204439991324e-05,72.34826265094161,2.955886363051068e-06,105.337656808064,5.213818368667619e-06,15.4728510896733
